X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1439078.353981,512403.289606005,6725,1278593,2024,11,November,10,1,Sunday,116,20241110011601,19,Fixed object,1,13,Use of improper lane,0, ,35.143363,-80.876481,
1484449.75210601,533092.455231011,6726,1214731,2023,6,June,7,4,Wednesday,2101,20230607210103,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.202463,-80.725933,
1468457.258356,576568.463981003,6727,1199753,2023,2,February,1,4,Wednesday,156,20230129015600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.321125,-80.782073,
1454870.00585601,577314.22148101,6728,1138287,2022,4,April,6,4,Wednesday,950,20220406095003,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.322495,-80.827662,
1420447.70398101,579826.022106007,6729,1164294,2022,6,June,30,5,Thursday,612,20220630061200,14,Pedestrian,2,33,Unable to determine,0, ,35.327599,-80.943206,
1466217.33148101,533249.83085601,6730,1169377,2022,8,August,9,3,Tuesday,18,20220809001800,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.202009,-80.786967,
1458836.94398101,476746.665231004,6731,1177616,2022,10,October,14,6,Friday,1157,20221014115701,23,"Left turn, same roadway",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.046413,-80.808224,
1466045.289606,549850.405231014,6732,1071322,2021,1,January,7,5,Thursday,1844,20210107184402,14,Pedestrian,2,30,Alcohol use,0, ,35.247606,-80.788544,
1457955.38023101,581338.874606013,6733,2244257,2021,7,July,3,7,Saturday,1409,20210703140901,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.333707,-80.817567,
1455454.027731,552730.973981008,6734,1209453,2023,4,April,24,2,Monday,1807,20230424180704,24,"Left turn, different roadways",2,4,Disregarded traffic signals,0, ,35.25499,-80.82419,
1479005.557731,591382.480231002,6735,2244262,2021,8,August,22,1,Sunday,1147,20210822114701,1,Ran off road right,1,20,Inattention,0, ,35.362337,-80.74759,
1482051.541481,561132.495856002,6736,2244278,2024,6,June,28,6,Friday,50,20240628005002,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.279381,-80.735601,
1473492.80460601,536786.325856,6737,1197760,2023,1,January,18,4,Wednesday,1823,20220118182301,14,Pedestrian,2,20,Inattention,0, ,35.212082,-80.762826,
1433618.04648101,512509.567106009,6738,1204232,2023,3,March,4,7,Saturday,2146,20230304214602,14,Pedestrian,1,34,Unknown,0, ,35.14337,-80.89475,
1468150.34335601,532930.443981007,6739,1260995,2024,6,June,18,3,Tuesday,1828,20240618182803,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,0, ,35.201227,-80.780478,
1483495.151481,543634.477106005,6740,1246611,2024,2,February,22,5,Thursday,2311,20240222231100,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.231379,-80.729743,
1432102.67960601,553611.608356014,6741,1040872,2020,8,August,23,1,Sunday,2205,20200823220500,1,Ran off road right,2,38,Driver distracted by external distraction (outside the vehicle,0, ,35.256205,-80.902453,
1460956.13960601,569258.256481007,6742,1217809,2023,7,July,2,1,Sunday,1443,20230702144300,21,"Rear end, slow or stop",2,33,Unable to determine,0, ,35.30067,-80.80677,
1413523.165856,566772.085231006,6743,1268013,2024,8,August,22,5,Thursday,1015,20240822101505,1,Ran off road right,1,34,Unknown,0, ,35.291364,-80.965551,
1452304.14148101,573772.048356012,6744,1143906,2022,6,June,1,4,Wednesday,140,20220601014000,27,Head on,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.312634,-80.836043,
1447826.684606,555404.184606001,6745,1024109,2020,5,May,29,6,Friday,920,20200529092007,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.261946,-80.849902,
1477269.898981,598828.723981008,6746,1257782,2024,5,May,25,7,Saturday,1947,20240525194702,1,Ran off road right,2,33,Unable to determine,0, ,35.382709,-80.753852,
1446490.65898101,556284.17460601,6747,1027250,2020,6,June,22,2,Monday,26,20200622002600,14,Pedestrian,2,0, ,0, ,35.264295,-80.854432,
1487366.31085601,522270.122731,6748,1127304,2021,12,December,2,5,Thursday,1726,20211202161202,19,Fixed object,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.17287,-80.715545,
1450547.25273101,582672.698356003,6749,1039586,2020,6,June,16,3,Tuesday,435,20200616043500,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.336996,-80.842485,
1459621.48710601,472086.700856,6750,1210093,2023,4,April,29,7,Saturday,2205,20230429220501,27,Head on,2,19,Failed to yield right of way,0, ,35.03365,-80.80532,
1446232.00773101,554776.90898101,6751,1068616,2020,10,October,17,7,Saturday,2131,20201017213102,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.260141,-80.855204,
1425661.04835601,538970.652731001,6752,1010573,2020,3,March,23,2,Monday,1337,20200323133702,30,Angle,2,4,Disregarded traffic signals,0, ,35.215643,-80.923077,
1399595.166481,497218.000231013,6753,1138874,2022,4,April,13,4,Wednesday,514,20220413051402,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.099524,-81.007504,
1459821.02273101,543144.291481003,6754,1073386,2021,1,January,4,2,Monday,1348,20210104134803,14,Pedestrian,1,21,Improper backing,0, ,35.228873,-80.808979,
1443837.840231,495284.533356011,6755,1228614,2023,9,September,19,3,Tuesday,2246,20230919224601,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.09658,-80.85949,
1469685.165231,489351.630856007,6756,1012164,2020,4,April,2,5,Thursday,807,20200402080800,14,Pedestrian,2,2,Disregarded stop sign,0, ,35.08158,-80.772736,
1489221.119606,530406.566481009,6757,1008945,2020,3,March,13,6,Friday,1942,20200313194200,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.195311,-80.709808,
1422896.700231,512375.453981012,6758,1232684,2023,10,October,29,1,Sunday,15,20231029001500,25,"Right turn, same roadway",2,4,Disregarded traffic signals,0, ,35.142434,-80.930599,
1481448.308356,579587.566481009,6759,1230871,2023,10,October,16,2,Monday,638,20231016063806,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.330052,-80.738705,
1417550.747106,516664.583356008,6760,1201946,2023,2,February,16,5,Thursday,1511,20230216151100,30,Angle,2,19,Failed to yield right of way,0, ,35.15393,-80.94876,
1481223.29960601,565975.504606009,6761,1253900,2024,4,April,23,3,Tuesday,2136,20240423213700,2,Ran off road left,2,11,Crossed centerline/going wrong way,0, ,35.292646,-80.73866,
1433331.933981,513356.250231013,6762,1092768,2021,4,April,27,3,Tuesday,2309,20210427230901,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.145681,-80.895761,
1437417.28523101,538926.125231013,6763,1132539,2022,2,February,3,5,Thursday,836,20220203083604,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.21614,-80.88372,
1435068.98648101,515943.97210601,6764,1022671,2020,4,April,19,1,Sunday,2013,20200419201302,27,Head on,1,5,Disregarded road markings,0, ,35.152881,-80.890116,
1459557.95210601,473827.757106006,6765,1109832,2021,7,July,15,5,Thursday,1937,20210715193705,30,Angle,2,19,Failed to yield right of way,0, ,35.03843,-80.805638,
1423750.81710601,503822.128981009,6766,1062866,2020,8,August,8,7,Saturday,604,20200808060400,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.118982,-80.927187,
1425417.560231,573268.167731002,6767,1133586,2022,2,February,14,2,Monday,607,20220214060700,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,0, ,35.30985,-80.92612,
1451854.48835601,538917.73773101,6768,1071950,2021,1,January,19,3,Tuesday,1711,20210119171105,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.21686,-80.83539,
1460522.352106,544869.278981,6769,1182188,2022,11,November,16,4,Wednesday,1952,20221116195200,28,"Sideswipe, same direction",2,33,Unable to determine,0, ,35.233647,-80.806736,
1423565.77273101,567718.662731007,6770,1027225,2020,5,May,3,1,Sunday,1738,20200503173802,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.294506,-80.931964,
1502619.92960601,535594.305231005,6771,1058897,2020,10,October,1,5,Thursday,2240,20201001224000,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.210189,-80.665256,
1451913.67835601,544945.325231001,6772,1211510,2023,5,May,12,6,Friday,237,20230512023700,27,Head on,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.233422,-80.835565,
1464751.89335601,560238.088356003,6773,1269262,2024,9,September,1,1,Sunday,2212,20240901221400,14,Pedestrian,1,11,Crossed centerline/going wrong way,0, ,35.276079,-80.793504,
1447816.792731,549073.151481003,6774,1062762,2020,4,April,17,6,Friday,2121,20200417212100,1,Ran off road right,1,8,Failure to reduce speed,0, ,35.244553,-80.84954,
1454517.16210601,545013.412731007,6775,1118264,2021,9,September,5,1,Sunday,207,20210905020700,27,Head on,1,6,Exceeded authorized speed limit,0, ,35.233741,-80.826852,
1440848.667106,554386.236481011,6776,1202886,2023,2,February,18,7,Saturday,1742,20230217174203,21,"Rear end, slow or stop",2,6,Exceeded authorized speed limit,0, ,35.25879,-80.87321,
1437224.95773101,538881.726481006,6777,2244260,2021,7,July,31,7,Saturday,46,20210731004602,14,Pedestrian,1,30,Alcohol use,0, ,35.216008,-80.884361,
1470678.02023101,597275.840231001,6778,1275814,2024,10,October,17,5,Thursday,1706,20241017170602,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.378121,-80.775871,
1442473.524606,503081.584606007,6779,1227811,2023,9,September,20,4,Wednesday,2332,20230920233200,1,Ran off road right,1,33,Unable to determine,0, ,35.11793,-80.86454,
1468572.778981,540527.97148101,6780,1217561,2023,6,June,27,3,Tuesday,1535,20230627153502,27,Head on,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.22212,-80.77952,
1480709.463981,534065.177106008,6781,1075473,2020,10,October,6,3,Tuesday,2030,20201006203009,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.204956,-80.738509,
1462021.946481,545989.729606003,6782,1236519,2023,11,November,30,5,Thursday,3,20231130000301,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.2368,-80.801783,
1482786.930856,576385.64398101,6783,1221522,2023,8,August,2,4,Wednesday,1906,20230802190802,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.32132,-80.73403,
1430814.494606,522114.058356002,6784,1032834,2020,6,June,15,2,Monday,2125,20200615212500,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.169608,-80.904743,
1448960.10773101,542176.483356014,6785,1079494,2021,2,February,27,7,Saturday,2006,20210227200600,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,0, ,35.225665,-80.845282,
1477226.35773101,571506.603356004,6786,1050515,2020,10,October,10,7,Saturday,1402,20201010140200,30,Angle,2,30,Alcohol use,0, ,35.307648,-80.75238,
1431550.948356,550376.646481007,6787,1235987,2023,11,November,10,6,Friday,1757,20231109175701,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.247289,-80.904093,
1469498.28398101,553781.517731011,6788,1209194,2023,4,April,20,5,Thursday,2213,20230420221300,1,Ran off road right,1,14,Overcorrected/oversteered,0, ,35.258576,-80.777216,
1463295.45398101,516544.300856009,6789,1265740,2024,5,May,12,1,Sunday,1441,20240512144101,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.15597,-80.795735,
1503001.244606,535263.227106005,6790,1255094,2024,4,April,28,1,Sunday,33,20240428003304,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.209297,-80.663961,
1450497.962106,555006.526481003,6791,1198495,2023,1,January,20,6,Friday,710,20230120071002,22,"Rear end, turn",2,33,Unable to determine,0, ,35.26099,-80.84093,
1472501.79773101,565412.464606002,6792,1228000,2023,9,September,23,7,Saturday,2120,20230923212003,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.290676,-80.76785,
1418637.83460601,564037.205231011,6793,1110867,2021,7,July,9,6,Friday,2212,20210709221200,6,Crossed centerline/median,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.284128,-80.948234,
1484580.932731,536960.208356008,6794,1118664,2021,9,September,10,6,Friday,2110,20210910211001,24,"Left turn, different roadways",1,19,Failed to yield right of way,0, ,35.213095,-80.725719,
1433800.12335601,549549.138356,6795,1124600,2021,11,November,5,6,Friday,1800,20211105180004,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.245134,-80.896508,
1498051.48648101,541848.683981001,6796,1050231,2020,6,June,25,5,Thursday,511,20200625051100,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.22716,-80.680903,
1474234.24960601,533685.710856006,6797,1240555,2023,12,December,25,2,Monday,1952,20231225195200,14,Pedestrian,1,34,Unknown,0, ,35.2036,-80.76016,
1455967.33523101,584394.107731014,6798,1275815,2024,10,October,20,1,Sunday,714,20241020071403,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.342,-80.82442,
1466899.95148101,509430.828981012,6799,1068657,2021,1,January,5,3,Tuesday,820,20210105082003,21,"Rear end, slow or stop",2,4,Disregarded traffic signals,0, ,35.136606,-80.78325,
1464780.44210601,561471.193356007,6800,1180103,2022,11,November,1,3,Tuesday,2128,20221101212800,24,"Left turn, different roadways",2,33,Unable to determine,0, ,35.279468,-80.793483,
1468004.56398101,496102.158356011,6801,1267225,2024,8,August,19,2,Monday,1628,20240819162800,14,Pedestrian,1,4,Disregarded traffic signals,0, ,35.100043,-80.778757,
1485247.418356,570369.437731013,6802,1220831,2023,7,July,27,5,Thursday,1800,20230727180001,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.30491,-80.725432,
1468984.107106,541229.313356012,6803,1256949,2024,5,May,11,7,Saturday,2253,20240511225301,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.224067,-80.778185,
1485493.91148101,532349.961481005,6804,1251026,2024,3,March,30,7,Saturday,1215,20240330121800,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.200473,-80.722395,
1419874.14398101,579161.997106001,6805,1245601,2024,2,February,14,4,Wednesday,310,20240214031000,27,Head on,2,6,Exceeded authorized speed limit,0, ,35.325744,-80.945085,
1466018.92023101,500879.968356013,6806,1088443,2021,4,April,10,7,Saturday,1838,20210410183801,14,Pedestrian,2,0, ,0, ,35.113071,-80.785682,
1436330.34335601,558887.327731013,6807,1142152,2022,5,May,16,2,Monday,2038,20220516203805,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.27092,-80.88863,
1415168.82648101,529968.053356007,6808,1116031,2021,8,August,14,7,Saturday,255,20210814025502,29,"Sideswipe, opposite direction",2,11,Crossed centerline/going wrong way,0, ,35.190348,-80.957605,
1461271.95148101,569394.473356009,6809,1092627,2021,4,April,29,5,Thursday,1639,20210429163900,21,"Rear end, slow or stop",2,25,Followed too closely,0, ,35.30106,-80.80572,
1446406.33398101,555813.628981009,6810,1195768,2022,12,December,26,2,Monday,954,20221226095401,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.262998,-80.854685,
1484117.542731,575446.589606002,6811,1140286,2022,4,April,30,7,Saturday,2010,20220430201000,23,"Left turn, same roadway",1,34,Unknown,0, ,35.318804,-80.729515,
1461733.09835601,524759.363981009,6812,1121074,2021,10,October,4,2,Monday,1439,20211004143905,29,"Sideswipe, opposite direction",1,11,Crossed centerline/going wrong way,0, ,35.178461,-80.80146,
1441525.53335601,492402.454606012,6813,1281627,2024,12,December,10,3,Tuesday,1436,20241210143603,30,Angle,2,20,Inattention,0, ,35.088543,-80.867038,
1447160.277731,540483.145231009,6814,1166229,2022,7,July,17,1,Sunday,226,20220717022601,19,Fixed object,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.220921,-80.851202,
1501807.602731,553606.48710601,6815,1253906,2024,4,April,23,3,Tuesday,2323,20240423231700,2,Ran off road left,2,6,Exceeded authorized speed limit,0, ,35.259636,-80.668989,
1420458.290231,507503.758981004,6816,1118306,2021,9,September,6,2,Monday,240,20210906024301,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.12892,-80.938436,
1436679.76898101,555707.944606006,6817,2244258,2021,7,July,5,2,Monday,415,20210705041502,14,Pedestrian,1,33,Unable to determine,0, ,35.262204,-80.887257,
1432235.417731,500797.885231003,6818,1221748,2023,7,July,27,5,Thursday,1007,20230727100701,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,0, ,35.111123,-80.898625,
1450042.044606,515014.338356003,6819,1122229,2021,10,October,15,6,Friday,706,20211015070601,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.1511,-80.839974,
1455516.30085601,482510.822731003,6820,1194068,2022,12,December,12,2,Monday,1822,20221212182201,2,Ran off road left,2,32,Other*,0, ,35.062082,-80.81967,
1483548.90898101,543565.835856006,6821,1031347,2020,4,April,26,1,Sunday,333,20200426033300,14,Pedestrian,1,0, ,0, ,35.231193,-80.729559,
1453511.152731,532189.085231006,6822,1249204,2024,3,March,14,5,Thursday,2259,20240314225900,1,Ran off road right,2,32,Other*,0, ,35.198459,-80.829429,
1438861.200856,520427.903356001,6823,1248284,2024,3,March,8,6,Friday,652,20240308065202,23,"Left turn, same roadway",1,0,No contributing circumstance indicated,0, ,35.165397,-80.877715,
1468851.56648101,553813.488981009,6824,1236175,2023,11,November,27,2,Monday,1802,20231127180204,24,"Left turn, different roadways",2,1,Disregarded yield sign,0, ,35.258632,-80.779384,
1452052.386481,540089.092106014,6825,1029243,2020,6,June,27,7,Saturday,2105,20200627210600,14,Pedestrian,2,0, ,0, ,35.220088,-80.8348,
1425660.665231,513055.663981006,6826,1222616,2023,8,August,5,7,Saturday,1923,20230805192302,24,"Left turn, different roadways",1,32,Other*,0, ,35.14445,-80.921399,
1468238.90648101,549553.972731009,6827,1226493,2023,9,September,11,2,Monday,954,20230911095400,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,0, ,35.2469,-80.78118,
1424481.06773101,514624.103356004,6828,1259792,2024,6,June,11,3,Tuesday,1418,20240611141803,23,"Left turn, same roadway",2,9,Improper turn,0, ,35.148696,-80.925446,
1441866.55148101,571956.142106012,6829,1241990,2024,1,January,13,7,Saturday,1820,20240113182000,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.30711,-80.87091,
1438386.025231,525626.180856004,6830,1226275,2023,8,August,7,2,Monday,47,20230807004701,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.179653,-80.879634,
1447165.83273101,542766.826481014,6831,1099065,2021,5,May,22,7,Saturday,2152,20210522215202,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.227195,-80.851326,
1493056.08460601,547032.588356003,6832,1264929,2024,7,July,21,1,Sunday,1817,20240721181701,28,"Sideswipe, same direction",1,2,Disregarded stop sign,0, ,35.241168,-80.697925,
1474471.98648101,573575.598981008,6833,1196279,2022,12,December,31,7,Saturday,250,20221231025200,1,Ran off road right,2,8,Failure to reduce speed,0, ,35.313198,-80.761734,
1479861.37835601,580353.613981009,6834,1134529,2022,2,February,24,5,Thursday,1453,20220224145301,23,"Left turn, same roadway",2,20,Inattention,0, ,35.33208,-80.74407,
1406603.65898101,499061.302731007,6835,2244277,2024,2,February,23,6,Friday,2329,20240223232900,15,Pedalcyclist,1,6,Exceeded authorized speed limit,0, ,35.104975,-80.9842,
1484430.83210601,533104.067731008,6836,1231375,2023,10,October,19,5,Thursday,1810,20231019181002,14,Pedestrian,2,34,Unknown,0, ,35.202494,-80.725997,
1475705.431481,565350.847731009,6837,1257232,2024,5,May,22,4,Wednesday,58,20240522005800,21,"Rear end, slow or stop",1,32,Other*,0, ,35.290663,-80.757112,
1478432.917731,570314.683356002,6838,1090441,2021,4,April,19,2,Monday,2100,20210419210304,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.304432,-80.748266,
1452572.290856,561594.192106009,6839,1130182,2022,1,January,3,2,Monday,1726,20220103172000,27,Head on,1,6,Exceeded authorized speed limit,0, ,35.279193,-80.83439,
1478995.135231,586725.162106007,6840,1121005,2021,10,October,3,1,Sunday,1834,20211003183403,1,Ran off road right,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.349542,-80.74735,
1456396.84460601,545562.742731005,6841,1271796,2024,9,September,25,4,Wednesday,650,20240925065000,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.235345,-80.820592,
1467386.888356,530281.111481011,6842,1178236,2022,10,October,19,4,Wednesday,1915,20221019191600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.193911,-80.782874,
1425612.39648101,539219.48773101,6843,1027230,2020,6,June,14,1,Sunday,1742,20200614174201,21,"Rear end, slow or stop",1,0,No contributing circumstance indicated,0, ,35.216324,-80.923256,
1476110.745856,538872.62835601,6844,1204223,2023,3,March,8,4,Wednesday,1934,20230301193402,28,"Sideswipe, same direction",1,6,Exceeded authorized speed limit,0, ,35.217941,-80.754186,
1426549.417731,556361.314606011,6845,1165432,2022,5,May,29,1,Sunday,2159,20220529215901,24,"Left turn, different roadways",1,4,Disregarded traffic signals,0, ,35.263465,-80.92123,
1454614.17023101,539491.107106,6846,1210820,2023,5,May,6,7,Saturday,745,20230506074501,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.218575,-80.826187,
1399484.37648101,493323.122731,6847,1221841,2023,8,August,4,6,Friday,1838,20230804183802,2,Ran off road left,2,7,Exceeded safe speed for conditions,0, ,35.088818,-81.007611,
1439550.698356,532014.687106013,6848,1032424,2020,5,May,5,3,Tuesday,1558,20200505155802,24,"Left turn, different roadways",1,2,Disregarded stop sign,0, ,35.197264,-80.876141,
1446559.42835601,526821.898356006,6849,1162584,2022,6,June,11,7,Saturday,105,20220611010502,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.18336,-80.85236,
1465817.77335601,530640.578356013,6850,1073374,2020,7,July,17,6,Friday,2355,20200717235500,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.194821,-80.788147,
1408151.44148101,503563.069606006,6851,1010906,2020,3,March,22,1,Sunday,2011,20200322201103,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.117427,-80.979326,
1424917.853356,554763.97148101,6852,1123844,2021,10,October,29,6,Friday,1824,20211029182404,2,Ran off road left,2,20,Inattention,0, ,35.25899,-80.926591,
1475325.542731,564881.091481,6853,1037170,2020,8,August,2,1,Sunday,438,20200802081400,14,Pedestrian,2,0, ,0, ,35.289354,-80.758357,
1466264.508356,511307.01835601,6854,1171657,2022,8,August,30,3,Tuesday,1442,20220830144204,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.141729,-80.785488,
1438792.246481,527509.145856008,6855,1128619,2021,12,December,17,6,Friday,1513,20211217151306,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.184847,-80.878394,
1444305.78585601,522991.381481007,6856,1041508,2020,7,July,25,7,Saturday,1248,20200725124806,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.172721,-80.859661,
1422538.511481,543392.197106004,6857,1242237,2024,1,January,17,4,Wednesday,1155,20240117115700,14,Pedestrian,2,7,Exceeded safe speed for conditions,0,None (no unusual conditions),35.227623,-80.933818,
1484452.99835601,535151.902106002,6858,1214264,2023,6,June,2,6,Friday,1526,20230602152601,23,"Left turn, same roadway",2,9,Improper turn,0, ,35.208121,-80.726042,
1483495.16210601,569115.375856012,6859,1230977,2023,10,October,16,2,Monday,1900,20231016190505,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.301381,-80.731231,
1493438.559606,561976.257731006,6860,1137267,2022,3,March,25,6,Friday,1954,20220325195401,1,Ran off road right,1,7,Exceeded safe speed for conditions,0, ,35.28224,-80.6975,
1408737.622106,510465.426481009,6861,1039854,2020,8,August,19,4,Wednesday,37,20200819004001,30,Angle,2,4,Disregarded traffic signals,0, ,35.136421,-80.977826,
1454104.54835601,536197.135231003,6862,1117213,2021,8,August,26,5,Thursday,214,20210826021401,1,Ran off road right,2,33,Unable to determine,0, ,35.2095,-80.82769,
1494754.38148101,536204.505231008,6863,1137291,2022,3,March,26,7,Saturday,100,20220326012601,14,Pedestrian,2,34,Unknown,0,None (no unusual conditions),35.2115,-80.69162,
1484622.47523101,536961.306481004,6864,1103328,2021,6,June,14,2,Monday,2057,20210614205701,24,"Left turn, different roadways",1,9,Improper turn,0, ,35.2131,-80.72558,
1438490.08585601,512901.092106014,6865,1110461,2021,7,July,17,7,Saturday,1717,20210717173001,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.1447,-80.87848,
1461925.03023101,518468.84648101,6866,1177554,2022,10,October,3,2,Monday,1401,20221003140103,1,Ran off road right,1,14,Overcorrected/oversteered,0, ,35.161189,-80.800436,
1449622.762106,542732.023356006,6867,1098865,2021,4,April,11,1,Sunday,342,20210411034203,14,Pedestrian,1,0, ,0, ,35.227225,-80.843098,
1477708.22085601,556288.879606009,6868,1269707,2024,9,September,8,1,Sunday,216,20240908021600,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.265865,-80.749866,
1477874.17210601,487164.50335601,6869,1265886,2024,8,August,6,3,Tuesday,1241,20240806124104,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.07597,-80.745239,
1426148.39773101,547939.960231006,6870,1276217,2024,10,October,27,1,Sunday,259,20241027025900,14,Pedestrian,2,33,Unable to determine,0, ,35.240309,-80.922027,
1485982.997106,570113.869606003,6871,1133011,2022,2,February,7,2,Monday,1842,20220207184201,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.304243,-80.722952,
1490234.44335601,572812.995231003,6872,1079693,2021,2,February,28,1,Sunday,1831,20210228183103,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.31186,-80.70886,
1481802.509606,516766.712731004,6873,1196443,2023,1,January,1,1,Sunday,1345,20230101134501,3,Ran off road straight ahead,2,14,Overcorrected/oversteered,0, ,35.157485,-80.733839,
1451562.25210601,557502.111481011,6874,1207990,2023,4,April,10,2,Monday,2327,20230410232700,14,Pedestrian,2,34,Unknown,0, ,35.2679,-80.83752,
1470989.571481,537532.683356002,6875,1214381,2023,6,June,3,7,Saturday,1755,20230603175500,30,Angle,2,14,Overcorrected/oversteered,0, ,35.21401,-80.77125,
1491169.65585601,568878.775856003,6876,1092575,2021,4,April,28,4,Wednesday,1658,20210428165802,1,Ran off road right,2,33,Unable to determine,0, ,35.301096,-80.705499,
1476808.461481,549696.275856003,6877,1197512,2023,1,January,11,4,Wednesday,1600,20230111160001,14,Pedestrian,2,8,Failure to reduce speed,0, ,35.24771,-80.75249,
1456843.32023101,554896.80023101,6878,1196458,2023,1,January,1,1,Sunday,1823,20230101182301,30,Angle,2,7,Exceeded safe speed for conditions,0, ,35.26101,-80.81967,
1422004.23585601,549873.697731003,6879,1136518,2022,3,March,17,5,Thursday,1811,20220317181100,2,Ran off road left,2,6,Exceeded authorized speed limit,0, ,35.2454,-80.93603,
1455062.05398101,470961.507731006,6880,1130334,2022,1,January,5,4,Wednesday,700,20220105130103,14,Pedestrian,2,33,Unable to determine,0, ,35.03033,-80.82048,
1464928.75398101,567515.776481003,6881,1093935,2021,5,May,4,3,Tuesday,2207,20210504220701,30,Angle,2,4,Disregarded traffic signals,0, ,35.296081,-80.793352,
